"date","time","metro","population","variable","value","valueNorm"
2020-01-01,0,"Philadelphia",1584064,"cases",0,0
2020-01-02,1,"Philadelphia",1584064,"cases",0,0
2020-01-03,2,"Philadelphia",1584064,"cases",0,0
2020-01-04,3,"Philadelphia",1584064,"cases",0,0
2020-01-05,4,"Philadelphia",1584064,"cases",0,0
2020-01-06,5,"Philadelphia",1584064,"cases",0,0
2020-01-07,6,"Philadelphia",1584064,"cases",0,0
2020-01-08,7,"Philadelphia",1584064,"cases",0,0
2020-01-09,8,"Philadelphia",1584064,"cases",0,0
2020-01-10,9,"Philadelphia",1584064,"cases",0,0
2020-01-11,10,"Philadelphia",1584064,"cases",0,0
2020-01-12,11,"Philadelphia",1584064,"cases",0,0
2020-01-13,12,"Philadelphia",1584064,"cases",0,0
2020-01-14,13,"Philadelphia",1584064,"cases",0,0
2020-01-15,14,"Philadelphia",1584064,"cases",0,0
2020-01-16,15,"Philadelphia",1584064,"cases",0,0
2020-01-17,16,"Philadelphia",1584064,"cases",0,0
2020-01-18,17,"Philadelphia",1584064,"cases",0,0
2020-01-19,18,"Philadelphia",1584064,"cases",0,0
2020-01-20,19,"Philadelphia",1584064,"cases",0,0
2020-01-21,20,"Philadelphia",1584064,"cases",0,0
2020-01-22,21,"Philadelphia",1584064,"cases",0,0
2020-01-23,22,"Philadelphia",1584064,"cases",0,0
2020-01-24,23,"Philadelphia",1584064,"cases",0,0
2020-01-25,24,"Philadelphia",1584064,"cases",0,0
2020-01-26,25,"Philadelphia",1584064,"cases",0,0
2020-01-27,26,"Philadelphia",1584064,"cases",0,0
2020-01-28,27,"Philadelphia",1584064,"cases",0,0
2020-01-29,28,"Philadelphia",1584064,"cases",0,0
2020-01-30,29,"Philadelphia",1584064,"cases",0,0
2020-01-31,30,"Philadelphia",1584064,"cases",0,0
2020-02-01,31,"Philadelphia",1584064,"cases",0,0
2020-02-02,32,"Philadelphia",1584064,"cases",0,0
2020-02-03,33,"Philadelphia",1584064,"cases",0,0
2020-02-04,34,"Philadelphia",1584064,"cases",0,0
2020-02-05,35,"Philadelphia",1584064,"cases",0,0
2020-02-06,36,"Philadelphia",1584064,"cases",0,0
2020-02-07,37,"Philadelphia",1584064,"cases",0,0
2020-02-08,38,"Philadelphia",1584064,"cases",0,0
2020-02-09,39,"Philadelphia",1584064,"cases",0,0
2020-02-10,40,"Philadelphia",1584064,"cases",0,0
2020-02-11,41,"Philadelphia",1584064,"cases",0,0
2020-02-12,42,"Philadelphia",1584064,"cases",0,0
2020-02-13,43,"Philadelphia",1584064,"cases",0,0
2020-02-14,44,"Philadelphia",1584064,"cases",0,0
2020-02-15,45,"Philadelphia",1584064,"cases",0,0
2020-02-16,46,"Philadelphia",1584064,"cases",0,0
2020-02-17,47,"Philadelphia",1584064,"cases",0,0
2020-02-18,48,"Philadelphia",1584064,"cases",0,0
2020-02-19,49,"Philadelphia",1584064,"cases",0,0
2020-02-20,50,"Philadelphia",1584064,"cases",0,0
2020-02-21,51,"Philadelphia",1584064,"cases",0,0
2020-02-22,52,"Philadelphia",1584064,"cases",0,0
2020-02-23,53,"Philadelphia",1584064,"cases",0,0
2020-02-24,54,"Philadelphia",1584064,"cases",0,0
2020-02-25,55,"Philadelphia",1584064,"cases",0,0
2020-02-26,56,"Philadelphia",1584064,"cases",0,0
2020-02-27,57,"Philadelphia",1584064,"cases",0,0
2020-02-28,58,"Philadelphia",1584064,"cases",0,0
2020-02-29,59,"Philadelphia",1584064,"cases",0,0
2020-03-01,60,"Philadelphia",1584064,"cases",0,0
2020-03-02,61,"Philadelphia",1584064,"cases",0,0
2020-03-03,62,"Philadelphia",1584064,"cases",0,0
2020-03-04,63,"Philadelphia",1584064,"cases",0,0
2020-03-05,64,"Philadelphia",1584064,"cases",0,0
2020-03-06,65,"Philadelphia",1584064,"cases",0,0
2020-03-07,66,"Philadelphia",1584064,"cases",0.142857142857143,0.0901839463917764
2020-03-08,67,"Philadelphia",1584064,"cases",0.142857142857143,0.0901839463917764
2020-03-09,68,"Philadelphia",1584064,"cases",0.142857142857143,0.0901839463917764
2020-03-10,69,"Philadelphia",1584064,"cases",0.428571428571429,0.270551839175329
2020-03-11,70,"Philadelphia",1584064,"cases",0.571428571428571,0.360735785567105
2020-03-12,71,"Philadelphia",1584064,"cases",1.14285714285714,0.721471571134211
2020-03-13,72,"Philadelphia",1584064,"cases",1.14285714285714,0.721471571134211
2020-03-14,73,"Philadelphia",1584064,"cases",1.28571428571429,0.811655517525988
2020-03-15,74,"Philadelphia",1584064,"cases",2.28571428571429,1.44294314226842
2020-03-16,75,"Philadelphia",1584064,"cases",4.57142857142857,2.88588628453684
2020-03-17,76,"Philadelphia",1584064,"cases",5.57142857142857,3.51717390927928
2020-03-18,77,"Philadelphia",1584064,"cases",9.28571428571429,5.86195651546547
2020-03-19,78,"Philadelphia",1584064,"cases",11.8571428571429,7.48526755051744
2020-03-20,79,"Philadelphia",1584064,"cases",17.1428571428571,10.8220735670132
2020-03-21,80,"Philadelphia",1584064,"cases",23.8571428571429,15.0607190474267
2020-03-22,81,"Philadelphia",1584064,"cases",34.2857142857143,21.6441471340263
2020-03-23,82,"Philadelphia",1584064,"cases",52.7142857142857,33.2778762185655
2020-03-24,83,"Philadelphia",1584064,"cases",69.7142857142857,44.0097658391869
2020-03-25,84,"Philadelphia",1584064,"cases",91.4285714285714,57.7177256907369
2020-03-26,85,"Philadelphia",1584064,"cases",110.571428571429,69.8023745072349
2020-03-27,86,"Philadelphia",1584064,"cases",134.857142857143,85.1336453938369
2020-03-28,87,"Philadelphia",1584064,"cases",162.571428571429,102.629330993842
2020-03-29,88,"Philadelphia",1584064,"cases",174.428571428571,110.114598544359
2020-03-30,89,"Philadelphia",1584064,"cases",207.142857142857,130.766722268076
2020-03-31,90,"Philadelphia",1584064,"cases",250.571428571429,158.182641971176
2020-04-01,91,"Philadelphia",1584064,"cases",271.571428571429,171.439682090767
2020-04-02,92,"Philadelphia",1584064,"cases",324.285714285714,204.717558309332
2020-04-03,93,"Philadelphia",1584064,"cases",362.714285714286,228.97703988872
2020-04-04,94,"Philadelphia",1584064,"cases",385.285714285714,243.226103418621
2020-04-05,95,"Philadelphia",1584064,"cases",425.428571428571,268.56779235471
2020-04-06,96,"Philadelphia",1584064,"cases",453.857142857143,286.514397686674
2020-04-07,97,"Philadelphia",1584064,"cases",462.428571428571,291.92543447018
2020-04-08,98,"Philadelphia",1584064,"cases",487.428571428571,307.707625088741
2020-04-09,99,"Philadelphia",1584064,"cases",459.571428571429,290.121755542345
2020-04-10,100,"Philadelphia",1584064,"cases",457,288.498444507293
2020-04-11,101,"Philadelphia",1584064,"cases",445.428571428571,281.193544849559
2020-04-12,102,"Philadelphia",1584064,"cases",426.428571428571,269.199079979453
2020-04-13,103,"Philadelphia",1584064,"cases",430.857142857143,271.994782317598
2020-04-14,104,"Philadelphia",1584064,"cases",434.571428571429,274.339564923784
2020-04-15,105,"Philadelphia",1584064,"cases",427.428571428571,269.830367604195
2020-04-16,106,"Philadelphia",1584064,"cases",408.857142857143,258.106454573264
2020-04-17,107,"Philadelphia",1584064,"cases",391.857142857143,247.374564952643
2020-04-18,108,"Philadelphia",1584064,"cases",414,261.353076643368
2020-04-19,109,"Philadelphia",1584064,"cases",457.428571428571,288.768996346468
2020-04-20,110,"Philadelphia",1584064,"cases",454.428571428571,286.875133472241
2020-04-21,111,"Philadelphia",1584064,"cases",473.428571428571,298.869598342347
2020-04-22,112,"Philadelphia",1584064,"cases",473.571428571429,298.959782288739
2020-04-23,113,"Philadelphia",1584064,"cases",478.857142857143,302.296588305234
2020-04-24,114,"Philadelphia",1584064,"cases",473.571428571429,298.959782288739
2020-04-25,115,"Philadelphia",1584064,"cases",488.142857142857,308.1585448207
2020-04-26,116,"Philadelphia",1584064,"cases",400.285714285714,252.695417789757
2020-04-27,117,"Philadelphia",1584064,"cases",463.142857142857,292.376354202139
2020-04-28,118,"Philadelphia",1584064,"cases",465.714285714286,293.999665237191
2020-04-29,119,"Philadelphia",1584064,"cases",456.857142857143,288.408260560901
2020-04-30,120,"Philadelphia",1584064,"cases",469.714285714286,296.524815736161
2020-05-01,121,"Philadelphia",1584064,"cases",453.142857142857,286.063477954715
2020-05-02,122,"Philadelphia",1584064,"cases",423.571428571429,267.395401051617
2020-05-03,123,"Philadelphia",1584064,"cases",464.571428571429,293.278193666057
2020-05-04,124,"Philadelphia",1584064,"cases",368.428571428571,232.584397744391
2020-05-05,125,"Philadelphia",1584064,"cases",340,214.637792412428
2020-05-06,126,"Philadelphia",1584064,"cases",336.285714285714,212.293009806242
2020-05-07,127,"Philadelphia",1584064,"cases",336.714285714286,212.563561645417
2020-05-08,128,"Philadelphia",1584064,"cases",324.714285714286,204.988110148508
2020-05-09,129,"Philadelphia",1584064,"cases",303.857142857143,191.821253975308
